"orderid","lineid","productid","qtyordered","itemprice","voided","voiddate","fillsiteid","filllocationid","commissiontype","spiff","originalinventorycost","filldate","inventorycostdate","inventoryreceiptdate","addeddate","fillfromsiteid","fillfromlocationid","mainorderid","packageid","salesperson1","salesperson2","percentofsale1","percentofsale2","picked","upcharge","discount","valueforproductid","valueforlineid","valueproductid","valueproductlineid","warrantyproductid","warrantyproductlineid","deliverypoints","takenwith","setup","pickupdiscount","setupcommission","deliverycommission","taxruleid","taxliability","taxbasis","customertax","retailertax","priceauthorizedby","leaveincarton","outletid","outletstatusid","outletdate","serialnumber","outletcomment","originalprice","originalalacarteprice","originalregularprice","promotionid","adjustmentreasonid","autoadjusteduid","autoadjustedvoided","storecardloaded","addedbyapp","interfacedforsalescube","interfacedforforecasting","auditaction","oldorderid","oldlineid","priceoverridereason","lineadded","totalothercost","deleteline","returnlinematched"
"0710521IB74",18,LI417-BR90,1.00,100.06,N,,"01",DC,Z,,40.00,2025-07-10 12:25:20.996,2025-05-07 00:00:00.000,2025-05-07 00:00:00.000,,,,"0710521IB74",LIK417QB,lwe,,100.000,,,,0.00,,,,,,,2,N,N,,N,N,,,,,,,N,,,,,,100.06,0.00,0.00,,,,,,2025-07-10 12:13:51.320,Y,N,U,,0,,,6.82,,N
"0710521IB59",5,IFD1022HDBD-EK,1.00,741.40,N,,,,Z,,,,,,,,,"0710521IB59",IFDK1022KB,awd,,100.000,,,,0.00,,,,,,,35,N,N,,N,N,,,,,,,N,,,,,,741.40,741.40,741.40,,,,,,2025-07-10 11:35:52.527,Y,N,I,,0,,,0.00,,N
"0710521IA39",4,"705763848",1.00,100.00,N,,"01",DC,Z,,42.50,2025-07-10 10:37:42.938,2025-06-28 00:00:00.000,2025-06-28 00:00:00.000,,,,"0710521IA39",,alg,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,100.00,100.00,100.00,,,,,,2025-07-10 10:37:42.433,Y,N,U,,0,,,0.00,,N
"0710512IB45",2,"328692162",1.00,149.99,N,,"12",FLOOR-OUT,Z,0.00,150.00,2025-07-10 11:28:45.191,2025-07-05 00:00:00.000,2025-07-05 00:00:00.000,,,,"0710512IB45",,gg,,100.000,,,,0.00,,,,,,,25,N,N,,N,N,,,,,,gg,N,T100674317,OUT,2025-07-05 00:00:00.000,,tent as-is. could not clean well enough for stock. pet hair and stains,309.54,309.54,309.54,,,,,,2025-07-10 11:28:45.123,Y,N,U,,0,TAG,,12.00,,N
"0710511II18",3,"503436329",1.00,725.57,N,,"01",DC,Z,,339.00,2025-07-10 17:44:51.093,2025-06-16 00:00:00.000,2025-06-16 00:00:00.000,,,,"0710511II18",,ler,bms,50.000,50.000,,,0.00,,,,,,,22,N,N,,N,N,,,,,,ler,N,,,,,,730.15,730.15,730.15,,,,,,2025-07-08 16:11:00.432,Y,N,U,,0,COMP,,40.68,,N
"0710511IH71",1,"813572737",1.00,148.67,N,,,,Z,0.00,,,2025-03-28 00:00:00.000,2025-03-28 00:00:00.000,,,,"0710511IH71",,amd,,100.000,,,,0.00,,,,,,,4,N,N,,N,N,,,,,,,N,,,,,,148.67,,,,,,,,2025-07-10 17:07:10.395,Y,N,U,,0,,,9.20,,N
"0710511IH62",6,"920099686",1.00,0.00,N,,,,Z,,,,,,,,,"0710511IH62",,can,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,can,N,,,,,,1576.89,1576.89,1576.89,,,,,,2025-07-10 18:06:23.858,Y,N,I,,0,TAG,,0.00,,N
"0710511IG82",4,"929371228",1.00,278.98,N,,"01",DC,Z,,155.00,2025-07-10 16:19:39.384,2025-06-12 00:00:00.000,2025-06-12 00:00:00.000,,,,"0710511IG82",,sk,,100.000,,,,0.00,,,,,,,14,N,N,,N,N,,,,,,,N,,,,,,278.98,278.98,278.98,,,,,,2025-07-10 16:19:39.058,Y,N,U,,0,,,12.40,,N
"0710511IG28",1,OWNB02X8X11,1.00,849.99,N,,"11",FLOOR,ZERO,,327.00,2025-07-10 15:34:13.739,2025-07-02 00:00:00.000,2025-07-02 00:00:00.000,,"11",,"0710511IG28",,jht,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,849.99,849.99,849.99,,,,,,2025-07-10 15:34:13.404,Y,N,U,,0,,,16.35,,N
"0710511IG16",2,DECLINE,1.00,0.00,N,,,,Z,,,,,,,,,"0710511IG16",,mcc,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,0.00,0.00,0.00,,,,,,2025-07-10 15:25:13.872,Y,N,I,,0,,,0.00,,N
"0710511IF94",2,ASP801-820,1.00,375.50,N,,"01",DC,Z,,247.00,2025-07-10 15:21:58.731,2025-05-29 00:00:00.000,2025-05-29 00:00:00.000,,,,"0710511IF94",,ml,,100.000,,,,0.00,,,,,,,12,N,N,,N,N,,,,,,bnz,N,,,,,,479.93,479.93,479.93,,,,,,2025-07-10 15:21:58.183,Y,N,U,,0,COMP,,19.76,,N
"0710511IF44",2,RECYCLEMATT,1.00,30.00,N,,,,ZERO,,,,,,,,,"0710511IF44",,rar,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,30.00,30.00,30.00,,,,,,2025-07-10 15:16:49.936,Y,N,I,,0,,,0.00,,N
"0710511IF38",9,SI2740335,1.00,779.18,Y,2025-07-10 00:00:00.000,,,Z,,,,,,,,,"0710511IF38",,ler,,100.000,,,,0.00,,,,,,,52,N,N,,N,N,,,,,,,N,,,,,,779.18,779.18,779.18,,,,,,2025-07-10 15:14:58.969,Y,N,U,,0,,,13.69,,N
"0710511IF32",5,"451228924",1.00,298.00,N,,"01",DC,Z,,150.00,2025-07-10 15:05:34.196,2025-06-25 00:00:00.000,2025-06-25 00:00:00.000,,,,"0710511IF32",,jgj,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,298.00,298.00,298.00,,,,,,2025-07-10 15:05:33.930,Y,N,U,,0,,,0.00,,N
"0710511IF32",22,"162031599",1.00,121.34,N,,"01",DC,Z,,43.00,2025-07-10 15:10:44.519,2025-05-15 00:00:00.000,2025-05-15 00:00:00.000,,,,"0710511IF32","749128611",jgj,,100.000,,,,0.00,,,,,,,3,N,N,,N,N,,,,,,,N,,,,,,121.34,0.00,0.00,,,,,,2025-07-10 15:10:43.864,Y,N,U,,0,,,10.70,,N
"0710511ID79",1,"690444637",1.00,0.00,N,,,,Z,,,,,,,,,"0710511ID79",,mse,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,mse,N,,,,,,1495.21,1495.21,1495.21,,,,,,2025-07-10 14:14:27.766,Y,N,U,,0,TAG,,0.00,,N
"0710511ID67",4,"161418786",1.00,134.41,N,,"01",DC,Z,,74.00,2025-07-10 14:04:01.960,2024-10-17 00:00:00.000,2024-10-17 00:00:00.000,,,,"0710511ID67","837107799",eh,,100.000,,,,0.00,,,,,,,4,N,N,,N,N,,,,,,,N,,,,,,134.41,0.00,0.00,,,,,,2025-07-10 14:04:01.495,Y,N,U,,0,,,8.88,,N
"0710511ID53",1,CAT647842130729,1.00,749.86,N,,"01",DC,Z,,375.00,2025-07-10 13:59:51.521,2025-04-29 00:00:00.000,2025-04-29 00:00:00.000,,,,"0710511ID53",,mcc,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,749.86,749.86,749.86,,,,,,2025-07-10 13:59:51.246,Y,N,U,,0,,,30.00,,N
"0710511ID39",3,"766583390",1.00,351.00,N,,"03",DOCK13,Z,,169.00,2025-07-10 14:08:55.229,2025-03-27 00:00:00.000,2025-03-27 00:00:00.000,,,,"0710511ID39",,gg,,100.000,,,,0.00,,,,,,,13,N,N,,N,N,,,,,,,N,,,,,,351.00,351.00,351.00,,,,,,2025-07-10 14:08:54.724,Y,N,U,,0,,,13.52,,N
"0710501IE24",1,"392249861",1.00,0.00,N,,,,Z,,,,,,,,,"0710501IE24",,,,,,,,0.00,,,,,,,24,N,N,,N,N,,,,,,,N,,,,,,0.00,,,,INSP,,,,2025-07-10 14:30:57.827,Y,N,U,,0,,,0.00,,N
"0710502IC52",1,"177945285",1.00,0.00,Y,2025-07-10 00:00:00.000,,,Z,,,,,,,,,"0710502IC52",,,,,,,,0.00,,,,,,,12,N,N,,N,N,,,,,,,N,,,,,,0.00,,,,INSP,,,,2025-07-10 12:28:40.571,Y,N,U,,0,,,0.00,,N
"0710502IG31",3,IFD1022RAILS-EK,1.00,0.00,N,,,,Z,,,,,,,,,"0710502IG31",,,,,,,,0.00,,,,,,,2,N,N,,N,N,,,,,,,N,,,,,,0.00,,,,OW,,,,2025-07-10 15:36:01.555,Y,N,I,,0,,,0.00,,N
"0710511HX84",1,"418759458",1.00,199.00,N,,"01",DC,Z,,139.00,2025-07-10 08:21:10.592,2025-07-09 00:00:00.000,2025-07-09 00:00:00.000,,,,"0710511HX84",,ah,,100.000,,,,0.00,,,,,,,4,N,N,,N,N,,,,,,,N,,,,,,199.00,199.00,199.00,,,,,,2025-07-07 13:53:24.479,Y,N,U,,0,,,18.07,,N
